timestamp,country,energy_type,generation_MW
2022-01-05 16:00:00+00:00,Sweden,Hydro,10800.0
2022-01-05 16:00:00+00:00,Sweden,Solar,0.0
2022-01-05 16:00:00+00:00,Sweden,Wind,3487.0
2022-01-05 17:00:00+00:00,Sweden,Hydro,10543.0
2022-01-05 17:00:00+00:00,Sweden,Solar,0.0
2022-01-05 17:00:00+00:00,Sweden,Wind,4106.0
2022-01-05 18:00:00+00:00,Sweden,Hydro,10311.0
2022-01-05 18:00:00+00:00,Sweden,Solar,0.0
2022-01-05 18:00:00+00:00,Sweden,Wind,4584.0
2022-01-05 19:00:00+00:00,Sweden,Hydro,9991.0
2022-01-05 19:00:00+00:00,Sweden,Solar,0.0
2022-01-05 19:00:00+00:00,Sweden,Wind,4871.0
2022-01-05 20:00:00+00:00,Sweden,Hydro,9493.0
2022-01-05 20:00:00+00:00,Sweden,Solar,0.0
2022-01-05 20:00:00+00:00,Sweden,Wind,5053.0
2022-01-05 21:00:00+00:00,Sweden,Hydro,8973.0
2022-01-05 21:00:00+00:00,Sweden,Solar,0.0
2022-01-05 21:00:00+00:00,Sweden,Wind,5343.0
2022-01-05 22:00:00+00:00,Sweden,Hydro,8847.0
2022-01-05 22:00:00+00:00,Sweden,Solar,0.0
2022-01-05 22:00:00+00:00,Sweden,Wind,5568.0
2022-01-05 23:00:00+00:00,Sweden,Hydro,9055.0
2022-01-05 23:00:00+00:00,Sweden,Solar,0.0
2022-01-05 23:00:00+00:00,Sweden,Wind,5712.0
2022-01-06 00:00:00+00:00,Sweden,Hydro,9057.0
2022-01-06 00:00:00+00:00,Sweden,Solar,0.0
2022-01-06 00:00:00+00:00,Sweden,Wind,5761.0
2022-01-06 01:00:00+00:00,Sweden,Hydro,9072.0
2022-01-06 01:00:00+00:00,Sweden,Solar,0.0
2022-01-06 01:00:00+00:00,Sweden,Wind,5802.0
2022-01-06 02:00:00+00:00,Sweden,Hydro,9062.0
2022-01-06 02:00:00+00:00,Sweden,Solar,0.0
2022-01-06 02:00:00+00:00,Sweden,Wind,5842.0
2022-01-06 03:00:00+00:00,Sweden,Hydro,9033.0
2022-01-06 03:00:00+00:00,Sweden,Solar,0.0
2022-01-06 03:00:00+00:00,Sweden,Wind,5870.0
2022-01-06 04:00:00+00:00,Sweden,Hydro,9145.0
2022-01-06 04:00:00+00:00,Sweden,Solar,0.0
2022-01-06 04:00:00+00:00,Sweden,Wind,5768.0
2022-01-06 05:00:00+00:00,Sweden,Hydro,9579.0
2022-01-06 05:00:00+00:00,Sweden,Solar,0.0
2022-01-06 05:00:00+00:00,Sweden,Wind,5648.0
2022-01-06 06:00:00+00:00,Sweden,Hydro,9986.0
2022-01-06 06:00:00+00:00,Sweden,Solar,0.0
2022-01-06 06:00:00+00:00,Sweden,Wind,5489.0
2022-01-06 07:00:00+00:00,Sweden,Hydro,10137.0
2022-01-06 07:00:00+00:00,Sweden,Solar,0.0
2022-01-06 07:00:00+00:00,Sweden,Wind,5783.0
2022-01-06 08:00:00+00:00,Sweden,Hydro,10713.0
2022-01-06 08:00:00+00:00,Sweden,Solar,4.0
2022-01-06 08:00:00+00:00,Sweden,Wind,5650.0
2022-01-06 09:00:00+00:00,Sweden,Hydro,10652.0
2022-01-06 09:00:00+00:00,Sweden,Solar,21.0
2022-01-06 09:00:00+00:00,Sweden,Wind,5501.0
2022-01-06 10:00:00+00:00,Sweden,Hydro,10636.0
2022-01-06 10:00:00+00:00,Sweden,Solar,34.0
2022-01-06 10:00:00+00:00,Sweden,Wind,5307.0
2022-01-06 11:00:00+00:00,Sweden,Hydro,10612.0
2022-01-06 11:00:00+00:00,Sweden,Solar,37.0
2022-01-06 11:00:00+00:00,Sweden,Wind,5199.0
2022-01-06 12:00:00+00:00,Sweden,Hydro,10678.0
2022-01-06 12:00:00+00:00,Sweden,Solar,28.0
2022-01-06 12:00:00+00:00,Sweden,Wind,5048.0
